skills_text,domain_label,difficulty_level
"Kubernetes, AWS, agile, Git, automation, leadership, Python",DevOps Engineer,Medium
"Linux, Jenkins, automation, pipeline, continuous integration, Bash scripting, Confluence, scrum, monitoring, AWS, Grafana, Kubernetes, SRE practices, continuous deployment, Git, CI/CD",DevOps Engineer,Hard
"code review, algorithms, Java, Git, system design, data structures, presentation, C++",Software Engineer,Easy
"Looker, Excel, Google Sheets, data visualization, time management, KPI tracking, dashboard design, SQL, Tableau",Data Analyst,Medium
"Redis, REST API, PostgreSQL, Jira, JWT, authentication, server-side development, Python, Git, microservices",Backend Developer,Medium
"Rust, DeFi, Hardhat, cross-chain bridges, Web3.js, Solidity, cryptography, IPFS, Go",Blockchain Developer,Hard
"classification, hypothesis testing, numpy, matplotlib, feature selection, statistics, scikit-learn, pandas, python",Data Scientist,Easy
"ArgoCD, Terraform, AWS, Linux, Docker, Kubernetes, Ansible, Git",DevOps Engineer,Hard
"Kubernetes, Lambda, GCP, Linux, AWS, cloud architecture, CDN, EC2, communication",Cloud Engineer,Medium
"runbooks, Kubernetes, Python, Linux, time management, toil reduction, incident management, Confluence, Go, observability",Site Reliability Engineer,Hard
"Figma, leadership, wireframing, prototyping, Figma design, UI design tool, information architecture, Adobe XD, CSS, motion design, user research, Sketch, interaction design",UI/UX Designer,Medium
"threat detection, SOC, network security, CVE research, vulnerability assessment, firewalls, malware analysis, OWASP",Cybersecurity Analyst,Medium
"feature engineering, distributed training, pandas, huggingface, kubeflow, numpy, transformers, model evaluation, scikit-learn, time management, computer vision",AI/ML Engineer,Medium
"data wrangling, A/B testing, Jupyter, numpy, matplotlib, seaborn, pandas, statistics, feature selection, SQL",Data Scientist,Medium
"contract testing, test planning, CI/CD, SQL, Selenium, Docker",QA Automation Engineer,Medium
"pandas, clustering, agile, feature selection, python, scikit-learn, numpy, seaborn, statistics",Data Scientist,Easy
"UART, FreeRTOS, documentation, microcontrollers, firmware, I2C",Embedded Systems Engineer,Easy
"Docker, PostgreSQL, TypeScript, Express, Node.js, MongoDB, HTML, OAuth, REST API",Full Stack Developer,Medium
"documentation, hypothesis testing, A/B testing, pandas, teamwork, feature selection, Airflow, statistics, scikit-learn",Data Scientist,Medium
"Linux, penetration testing, firewalls, CVE research, incident response, compliance, SOC, Wireshark",Cybersecurity Analyst,Medium
"presentation, BDD, Python, test planning, k6, teamwork, test automation, Pytest, SQL",QA Automation Engineer,Medium
"debugging, data structures, performance profiling, design patterns, Rust, C++, algorithms, SQL",Software Engineer,Medium
"CI/CD, K8s, Helm, continuous integration, service mesh, Docker, continuous deployment, Kubernetes, Confluence, pipeline, Jenkins, container orchestration, Prometheus",DevOps Engineer,Hard
"design patterns, algorithms, OOP, communication, Git, Java, scrum, data structures, C++, system design, Linux",Software Engineer,Easy
"user research, Sketch, HTML, Adobe XD, component libraries, wireframing, information architecture",UI/UX Designer,Medium
"prototyping, Figma, UI design tool, wireframing, design tokens, wireframes, Figma design, information architecture, CSS, Adobe XD, user research, low-fidelity design, Sketch, design systems",UI/UX Designer,Medium
"design tokens, UI design tool, CSS, interaction design, documentation, accessibility, user research, design systems, Figma, Figma design, wireframing, Sketch",UI/UX Designer,Medium
"PostgreSQL, Django, REST API, Python, Node.js, Docker, teamwork, MongoDB, communication, Git, SQL",Backend Developer,Easy
"data modeling, Power BI, ETL, Python, BigQuery, Tableau, Jira, business intelligence, Tableau Desktop, reporting, teamwork, Tableau Server, advanced SQL, data visualization, Excel",Data Analyst,Hard
"Python, Kubernetes, SLO/SLA, observability, error budgets, Grafana, runbooks, AWS",Site Reliability Engineer,Hard
"Python, SQL, Cypress, Docker, Selenium, visual regression, test automation, test planning",QA Automation Engineer,Medium
"time management, JWT, Redis, Flask, Python, Git, communication, Django, server-side development",Backend Developer,Medium
"Java, performance profiling, Linux, scrum, code review, design patterns, Python, problem solving, debugging, OOP",Software Engineer,Medium
"ELK stack, Kubernetes, on-call, Git, AWS, Confluence, reliability targets, observability, SLO/SLA, service level objectives, incident management, Python, documentation, Docker",Site Reliability Engineer,Medium
"numpy, presentation, model evaluation, LSTM, neural networks, tensorflow, OpenCV, transformers, scikit-learn",AI/ML Engineer,Easy
"A/B testing, usability testing, user research, interaction design, UI design tool, Jira, Figma, Figma design, HTML",UI/UX Designer,Medium
"Docker, FastAPI, microservices, leadership, Django, Node.js, REST API, gRPC, MongoDB, Git, JWT, Python",Backend Developer,Hard
"Bash scripting, Helm, FinOps, Confluence, AWS, Jira, service mesh, Git, Jenkins, monitoring, Docker, Linux",DevOps Engineer,Hard
"consensus algorithms, Web3.js, MEV, ZK proofs, DAO governance, web3, time management, DeFi, smart contracts, cryptography, Solidity, Truffle, Web3, Go, NFT",Blockchain Developer,Hard
"Tableau Desktop, SQL, reporting, KPI tracking, Tableau Server, business intelligence, Tableau",Data Analyst,Easy
"Selenium, test automation, Postman, API testing, Cypress, teamwork, presentation, Python, test planning",QA Automation Engineer,Easy
"threat intelligence, incident response, SOC, compliance, Linux, network security",Cybersecurity Analyst,Medium
"model evaluation, deep learning, diffusion models, huggingface, LLM, machine learning, MLOps, numpy",AI/ML Engineer,Hard
"Solidity, Rust, MEV, Hardhat, scrum, Web3.js, Go",Blockchain Developer,Hard
"Confluence, FreeRTOS, RTOS, oscilloscope, GPIO, real-time operating system, I2C, C, firmware, VHDL, microcontrollers, AUTOSAR, debugging",Embedded Systems Engineer,Medium
"network security, SOC, threat detection, Linux, OWASP, vulnerability assessment, Nmap, firewalls, Python, compliance",Cybersecurity Analyst,Easy
"transformers, machine learning, neural networks, pytorch, numpy, scikit-learn, model evaluation, LSTM, huggingface, pandas",AI/ML Engineer,Easy
"SQL, reporting, dbt, data modeling, pivot tables, KPI tracking, Looker, teamwork, Power BI, data visualization",Data Analyst,Hard
"Swift, Firebase, Redux, RN, mobile UI, React Native, cross-platform mobile",Mobile App Developer,Easy
"agile, OOP, code review, object oriented, C++, data structures, system design, object-oriented programming, Git, communication, Java",Software Engineer,Easy
"Bluetooth, Swift, app store deployment, cross-platform mobile, RN, JavaScript, Kotlin, Firebase, React Native, teamwork",Mobile App Developer,Medium
"SQL, data wrangling, A/B testing, numpy, MySQL, database queries, agile, hypothesis testing, Jupyter, PostgreSQL, statistics, time series, python",Data Scientist,Medium
"Git, TypeScript, RN, REST API, push notifications, Swift, mobile UI, Redux, React Native, cross-platform mobile, Firebase, Android",Mobile App Developer,Medium
"matplotlib, presentation, dbt, clustering, numpy, statistics, SQL, python, hypothesis testing",Data Scientist,Medium
"SPI, UART, oscilloscope, microcontrollers, C, time management, bootloader development",Embedded Systems Engineer,Medium
"JavaScript, RN, performance optimization, Git, Redux, React Native, Kotlin, native modules, Android, Swift, REST API, cross-platform mobile",Mobile App Developer,Medium
"Kubernetes, Docker, React, PostgreSQL, JWT, Express, CI/CD, JavaScript, CSS, Node.js, documentation",Full Stack Developer,Hard
"RLHF, pytorch, diffusion models, huggingface, numpy, Confluence, RNN, pandas, documentation",AI/ML Engineer,Medium
"agile, Node.js, Python, Git, Docker, Django, communication, Redis, authentication",Backend Developer,Easy
"NLP, diffusion models, OpenCV, scikit-learn, python, LLM, numpy, natural language processing, RNN, pandas, text mining",AI/ML Engineer,Medium
"SOC, presentation, Wireshark, vulnerability assessment, zero trust, OWASP, network security, communication, malware analysis, threat detection, firewalls, incident response, security information and event management, exploit development, SIEM, Linux",Cybersecurity Analyst,Hard
"data visualization, Google Sheets, business intelligence, Snowflake, Looker, Tableau, Confluence, Excel, data cleaning, agile",Data Analyst,Medium
"GraphQL, PostgreSQL, teamwork, HTML, microservices, CSS, Jira, React.js, JavaScript, ReactJS, React, Docker, REST API",Full Stack Developer,Medium
"Adobe XD, HTML, wireframing, interaction design, accessibility, design systems, Figma, usability testing",UI/UX Designer,Easy
"Substrate, Ethereum, Truffle, documentation, Solidity, Go, Rust, scrum, smart contract language, smart contracts, Web3.js",Blockchain Developer,Hard
"Sketch, presentation, usability testing, design systems, information architecture, prototyping, Figma design, UI design tool, Figma, Adobe XD",UI/UX Designer,Easy
"Linux, documentation, Git, Ansible, CI/CD, Prometheus, Python, automation, monitoring, Jenkins",DevOps Engineer,Medium
"design systems, user research, prototyping, wireframing, Figma, accessibility, Adobe XD, CSS",UI/UX Designer,Easy
"teamwork, data structures, Python, concurrency, unit testing, problem solving, algorithms, SQL",Software Engineer,Medium
"message queues, Redis, authentication, teamwork, Python, database optimization, microservices, PostgreSQL, server-side development",Backend Developer,Hard
"Ethereum, Substrate, Solidity, Web3.js, DAO governance, NFT, Rust, smart contracts, Go",Blockchain Developer,Hard
"HTML, Figma design, UI design tool, wireframing, prototyping, Sketch, service design, Framer, user research, Adobe XD, user flows, information architecture, CSS, Figma",UI/UX Designer,Medium
"numpy, python, Hadoop, matplotlib, statistics, pandas, seaborn, classification",Data Scientist,Medium
"server-side development, Kafka, Docker, Redis, Python, SQL, REST API, MongoDB",Backend Developer,Medium
"communication, Figma, prototyping, accessibility, design systems, user research, user flows, Sketch, Confluence",UI/UX Designer,Easy
"information architecture, HTML, Adobe XD, CSS, wireframing, user flows, low-fidelity design, accessibility, Figma, user research, prototyping, wireframes",UI/UX Designer,Easy
"Python, OOP, Java, data structures, algorithms, time management, C++, Rust, Git, Confluence",Software Engineer,Medium
"Prometheus, observability, Python, incident management, Grafana, service level objectives, Terraform, SLO/SLA, Kubernetes, distributed tracing, Docker, reliability targets",Site Reliability Engineer,Medium
"design tokens, usability testing, design systems, prototyping, Adobe XD, user research, motion design, low-fidelity design, wireframes, eye tracking, information architecture, wireframing",UI/UX Designer,Hard
"A/B testing, data wrangling, documentation, pandas, forecasting, Jupyter, matplotlib, scikit-learn, numpy, python, feature selection, statistics, Spark",Data Scientist,Hard
"OOP, unit testing, debugging, Git, teamwork, Python, algorithms, leadership, Java",Software Engineer,Easy
"Jupyter, data wrangling, numpy, SQL, clustering, pandas, seaborn, statistics",Data Scientist,Easy
"incident management, Kubernetes, time management, Go, AWS, SLO/SLA, teamwork, on-call, Grafana",Site Reliability Engineer,Hard
"python, feature engineering, numpy, ONNX, time management, pytorch, model evaluation, scikit-learn, triton, pandas, LSTM",AI/ML Engineer,Medium
"Kubernetes, AWS, SRE practices, Git, Confluence, Linux, automation, Terraform, Docker",DevOps Engineer,Hard
"accessibility, interaction design, CSS, HTML, prototyping, usability testing, Figma, information architecture",UI/UX Designer,Easy
"ETL, pivot tables, Python, SQL, data visualization, reporting, Excel, scrum, Metabase, business intelligence, data cleaning",Data Analyst,Medium
"GraphQL, MongoDB, Confluence, React, Next.js, microservices, CSS, Git, JavaScript, teamwork, HTML",Full Stack Developer,Medium
"communication, networking, Jira, CloudFormation, CDN, load balancing, Azure, S3, EC2, serverless, Linux, Docker",Cloud Engineer,Medium
"model evaluation, numpy, python, feature engineering, scikit-learn, natural language processing, text mining, NLP",AI/ML Engineer,Easy
"runbooks, communication, Linux, distributed tracing, Confluence, incident management, ELK stack, Prometheus, Python, Kubernetes, SLO/SLA",Site Reliability Engineer,Medium
"code review, Go, distributed systems, unit testing, data structures, system design, C++, SQL, documentation, algorithms, Python, Git, compiler design",Software Engineer,Hard
"pandas, regression, matplotlib, classification, SQL, feature selection",Data Scientist,Easy
"NFT, presentation, DeFi, Rust, Substrate, Ethereum, Solidity, smart contracts, Truffle",Blockchain Developer,Medium
"Docker, on-call, reliability targets, SLO/SLA, teamwork, observability, runbooks, Grafana, AWS, Confluence, Python, incident management, service level objectives",Site Reliability Engineer,Medium
"reporting, Power BI, data cleaning, Google Sheets, pivot tables, Python, Excel, ETL",Data Analyst,Easy
"Terraform, agile, Python, teamwork, Git, Docker, Linux, Jaeger",Site Reliability Engineer,Medium
"scikit-learn, model evaluation, feature engineering, numpy, LSTM, ONNX, huggingface, machine learning, computer vision, NLP, python",AI/ML Engineer,Medium
"incident management, AWS, SLO/SLA, Linux, error budgets, observability, leadership, Prometheus, Kubernetes, on-call, Terraform, time management",Site Reliability Engineer,Hard
"Web3.js, Hardhat, consensus algorithms, web3, Rust, Solidity, Confluence, NFT, Web3, cryptography, smart contracts, Ethereum, IPFS",Blockchain Developer,Medium
"JavaScript, RN, cross-platform mobile, Git, documentation, React Native, Bluetooth, Redux, Android, iOS, Swift, mobile UI, Flutter",Mobile App Developer,Medium
"user flows, service design, Confluence, information architecture, HTML, component libraries, prototyping, user research",UI/UX Designer,Medium
"PostgreSQL, CSS, MongoDB, NodeJS, JavaScript, Node, Node.js, HTML, Express",Full Stack Developer,Easy
"Solidity, IPFS, consensus algorithms, JavaScript, tokenomics, Ethereum, agile, Web3.js, Rust, cross-chain bridges, Go, smart contracts",Blockchain Developer,Hard
"web3, smart contracts, cryptography, DeFi, Go, consensus algorithms, Web3, Web3.js",Blockchain Developer,Medium
"BDD, Pytest, performance testing, CI/CD, scrum, Cypress, Docker, Playwright, Selenium, API testing, teamwork, test automation, test planning, Python",QA Automation Engineer,Hard
"machine learning, OpenCV, RNN, distributed training, huggingface, numpy, LSTM, MLOps, diffusion models, neural networks",AI/ML Engineer,Hard
"scrum, leadership, cloud architecture, Kubernetes, IAM, EC2, load balancing, Lambda, AWS",Cloud Engineer,Medium
"multi-cloud, networking, AWS, Kubernetes, Google Cloud Platform, Terraform, EC2, Google Cloud, GCP, Linux, CDN, Lambda, IAM",Cloud Engineer,Hard
"Firebase, app store deployment, cross-platform mobile, Swift, RN, Git, offline-first, native modules, Android, React Native, Flutter",Mobile App Developer,Hard
"python, scikit-learn, neural networks, Jira, model evaluation, CNN, numpy, leadership, LSTM, machine learning, RNN",AI/ML Engineer,Easy
"A/B testing, feature selection, pandas, seaborn, agile, data wrangling, forecasting, statistics, SQL, teamwork, Bayesian statistics",Data Scientist,Hard
"zero trust, firewalls, SIEM, OWASP, Nmap, exploit development, SOC, Linux, Python",Cybersecurity Analyst,Medium
"machine learning, python, deep learning, LSTM, NLP, agile, computer vision, diffusion models, pandas, Confluence, scikit-learn",AI/ML Engineer,Medium
"PostgreSQL, SQL, fast api, leadership, FastAPI, Python, Django, Flask, Python API",Backend Developer,Easy
"Google Sheets, Python, Power BI, reporting, ETL, Tableau Desktop, data visualization, Tableau Server, Tableau, dashboard design, Excel",Data Analyst,Easy
"GPIO, FreeRTOS, C, C++, I2C, ARM, microcontrollers, Linux kernel, oscilloscope",Embedded Systems Engineer,Easy
"GraphQL, Git, Jira, Mongo, Node.js, NoSQL, React, MongoDB, NodeJS, CSS, SSR, Redux, time management, Node",Full Stack Developer,Medium
"accessibility, wireframing, communication, Figma, Adobe XD, CSS, UI design tool, prototyping, HTML, Figma design, leadership",UI/UX Designer,Easy
"Flask, Docker, Kafka, PostgreSQL, message queues, REST API, FastAPI, Redis, SQL, Git, MongoDB, Confluence",Backend Developer,Medium
"teamwork, Next.js, JavaScript, HTML, Jira, Express, React, Git, REST API, GraphQL, TypeScript",Full Stack Developer,Easy
"Wireshark, ethical hacking, incident response, pen testing, SIEM, communication, Linux, cryptography, compliance, penetration testing, threat detection",Cybersecurity Analyst,Easy
"pivot tables, Tableau, Power BI, advanced SQL, SQL, Microsoft Power BI, data cleaning, PowerBI, Google Sheets, reporting",Data Analyst,Medium
"Linux, pen testing, penetration testing, ethical hacking, cryptography, incident response, compliance, time management, Wireshark, vulnerability assessment, threat intelligence, network security",Cybersecurity Analyst,Medium
"C++, RTOS, Linux kernel, SPI, debugging, safety-critical systems, I2C, documentation",Embedded Systems Engineer,Medium
"Git, system design, Python, SQL, Java, problem solving, communication, code review, data structures",Software Engineer,Easy
"classification, numpy, regression, SQL, hypothesis testing, data wrangling, python, seaborn, feature selection, statistics",Data Scientist,Easy
"debugging, algorithms, SQL, Java, design patterns, Python, data structures, leadership, teamwork",Software Engineer,Easy
"Kubernetes, Git, Linux, teamwork, K8s, Jenkins, container orchestration, Docker, AWS, Ansible",DevOps Engineer,Medium
"Helm, automation, Grafana, Jira, Terraform, Docker, Jenkins, Python, Linux, Kubernetes",DevOps Engineer,Medium
"usability testing, user research, service design, information architecture, Figma, A/B testing, design tokens, Sketch, wireframing, interaction design",UI/UX Designer,Hard
"RTOS, Python, FPGA, Linux kernel, GPIO, I2C, SPI, C, microcontrollers, firmware",Embedded Systems Engineer,Medium
"teamwork, AUTOSAR, VHDL, C, SPI, UART, Python, RTOS, real-time operating system, Linux kernel, oscilloscope",Embedded Systems Engineer,Medium
"Jira, cloud security, load balancing, communication, Terraform, AWS, Azure, serverless, Linux, networking",Cloud Engineer,Hard
"teamwork, JWT, Git, Flask, Node.js, server-side development",Backend Developer,Medium
"firmware, Linux kernel, VHDL, C, C++, Python, safety-critical systems, FreeRTOS, GPIO, teamwork, oscilloscope",Embedded Systems Engineer,Medium
"oscilloscope, C, real-time operating system, presentation, AUTOSAR, power optimization, SPI, I2C, RTOS, VHDL",Embedded Systems Engineer,Hard
"user research, usability testing, Figma, motion design, time management, component libraries, wireframing, Sketch, HTML, prototyping, design systems",UI/UX Designer,Medium
"AWS, Git, SLO/SLA, incident management, Terraform, observability, runbooks, Go, Prometheus, Linux",Site Reliability Engineer,Medium
"Kubernetes, AWS, Pulumi, Linux, cloud architecture, EC2, load balancing, Amazon cloud, networking, Amazon Web Services",Cloud Engineer,Hard
"JavaScript, Kotlin, Firebase, mobile UI, Dart, Redux, TypeScript, iOS",Mobile App Developer,Easy
"Bluetooth, TypeScript, iOS, JavaScript, agile, React Native, Kotlin",Mobile App Developer,Medium
"Python, communication, presentation, Docker, JWT, fast api, server-side development, PostgreSQL, Python API, FastAPI, authentication",Backend Developer,Medium
"communication, load balancing, documentation, CDN, networking, cost optimization, CloudFormation, Lambda, Linux",Cloud Engineer,Medium
"interaction design, usability testing, CSS, user research, accessibility, Adobe XD, Confluence, leadership, design systems, wireframing",UI/UX Designer,Easy
"OOP, time management, problem solving, presentation, Git, object oriented, debugging, distributed systems, object-oriented programming, Python, code review, unit testing, Rust",Software Engineer,Medium
"Python, power optimization, microcontrollers, Linux kernel, SPI, oscilloscope, UART, RTOS, debugging, firmware, teamwork",Embedded Systems Engineer,Medium
"React Native, Flutter, cross-platform mobile, performance optimization, Android, TypeScript, mobile UI, Git, Redux, RN, Swift, Kotlin",Mobile App Developer,Medium
"SQL, JWT, MongoDB, Python, RabbitMQ, Flask, REST API, server-side development",Backend Developer,Medium
"algorithms, Git, data structures, memory management, system design, unit testing, C++, Rust, object oriented, object-oriented programming, design patterns, OOP, debugging",Software Engineer,Medium
"neural networks, Jira, machine learning, NLP, scikit-learn, triton, keras, huggingface, numpy, pandas",AI/ML Engineer,Medium
"AWS, CI/CD, Helm, Python, continuous deployment, K8s, pipeline, container orchestration, monitoring, Docker, Git, continuous integration, Kubernetes, Terraform, presentation",DevOps Engineer,Hard
"Framer, HTML, wireframes, low-fidelity design, Figma, scrum, information architecture, user research, interaction design, Jira, wireframing, prototyping",UI/UX Designer,Medium
"mobile UI, app store deployment, Swift, offline-first, Git, agile, Kotlin, Flutter, JavaScript, leadership",Mobile App Developer,Medium
"TensorFlow, model evaluation, TF, tensorflow, computer vision, numpy, feature engineering, machine learning, python, MLOps, RNN, agile",AI/ML Engineer,Medium
"cost optimization, GCP, Terraform, networking, time management, cloud architecture, Kubernetes, Linux, CloudFormation",Cloud Engineer,Hard
"Solidity, Rust, Confluence, cross-chain bridges, cryptography, Ethereum, Truffle, smart contract language, Hardhat, leadership",Blockchain Developer,Medium
"reporting, Tableau, advanced SQL, teamwork, data visualization, Python, business intelligence, data cleaning",Data Analyst,Medium
"microservices, REST API, Django, Python, JWT, Flask, RabbitMQ, Confluence, Git, SQL, authentication, Docker",Backend Developer,Hard
"A/B testing, data wrangling, scikit-learn, causal inference, pandas, regression, agile, seaborn, feature selection, statistics",Data Scientist,Medium
"authentication, Git, PostgreSQL, Python, SQL, FastAPI, Flask, Django",Backend Developer,Easy
"data cleaning, Looker, dbt, KPI tracking, SQL, Tableau, window functions, Power BI, data visualization",Data Analyst,Hard
"Prometheus, incident management, on-call, reliability targets, Python, presentation, SLO/SLA, service level objectives, Kubernetes, Grafana, Docker, Jira, Linux, Go",Site Reliability Engineer,Medium
"Kubernetes, IAM, Lambda, Linux, GCP, Terraform, AWS, cost optimization, serverless, Jira",Cloud Engineer,Hard
"data wrangling, Bayesian statistics, leadership, A/B testing, SQL, python, time management, pandas, numpy, time series, regression",Data Scientist,Hard
"SQL, API testing, Selenium, Postman, Python, test automation, test planning, communication, Cypress, BDD, Docker",QA Automation Engineer,Easy
"code review, debugging, data structures, Git, SQL",Software Engineer,Easy
"SQL, Git, C++, algorithms, Java, memory management, Python, Jira, data structures, system design, code review",Software Engineer,Medium
"threat detection, SIEM, network security, firewalls, compliance, agile, Wireshark, Confluence, Linux",Cybersecurity Analyst,Easy
"PostgreSQL, Express, ReactJS, scrum, React.js, MongoDB, React, JavaScript",Full Stack Developer,Easy
"firmware, RTOS, ARM, C++, oscilloscope, Linux kernel, debugging, GPIO, microcontrollers",Embedded Systems Engineer,Easy
"Jira, C++, Git, problem solving, system design, debugging, data structures, leadership",Software Engineer,Easy
"reporting, SQL, Google Sheets, business intelligence, Tableau, Looker, dashboard design, time management, data visualization, Metabase",Data Analyst,Medium
"Linux, leadership, threat detection, CVE research, penetration testing, vulnerability assessment, Python, forensics",Cybersecurity Analyst,Medium
"MLOps, machine learning, pandas, model evaluation, computer vision, Confluence, scikit-learn, neural networks, kubeflow, numpy",AI/ML Engineer,Medium
"scikit-learn, numpy, model evaluation, NLP, LSTM, agile, leadership, RLHF, pandas, CNN, tensorflow, distributed training",AI/ML Engineer,Medium
"Grafana, observability, leadership, ELK, distributed tracing, Elasticsearch Logstash Kibana, SLO/SLA, incident management, on-call, Prometheus, ELK stack, Terraform",Site Reliability Engineer,Medium
"consensus algorithms, Layer 2, smart contracts, Go, Web3.js, cryptography, Solidity, NFT, documentation, Rust, Truffle, Ethereum",Blockchain Developer,Hard
"Ethereum, JavaScript, Jira, Web3.js, Hardhat, smart contracts, smart contract language, consensus algorithms, Solidity",Blockchain Developer,Easy
"React Native, Jira, Flutter, REST API, Android, mobile UI, Git, communication, Firebase",Mobile App Developer,Easy
"feature selection, classification, scikit-learn, numpy, SQL, regression, python, leadership, statistics, Jira",Data Scientist,Easy
"Rust, tokenomics, smart contracts, Ethereum, DeFi, scrum, Solidity, Go",Blockchain Developer,Hard
"SQL, algorithms, system design, OOP, C++, Python, data structures, unit testing, problem solving",Software Engineer,Easy
"communication, Linux, load balancing, Docker, FinOps, Terraform, S3, Lambda, IAM, CDN",Cloud Engineer,Medium
"reporting, PowerBI, pivot tables, Microsoft Power BI, Excel, ETL, SQL, data cleaning, Power BI, dashboard design, KPI tracking",Data Analyst,Easy
"Python API, Python, SQL, documentation, FastAPI, scrum, microservices, server-side development, Redis, PostgreSQL, database optimization, fast api",Backend Developer,Medium
"tensorflow, python, scikit-learn, huggingface, TF, neural networks, TensorFlow, Jira, RLHF, machine learning, time management, pytorch",AI/ML Engineer,Medium
"seaborn, time series, A/B testing, data wrangling, numpy, feature selection, statistics, matplotlib, presentation",Data Scientist,Medium
"time management, Bash scripting, Linux, agile, automation, Docker, Jenkins, SRE practices, Grafana, CI/CD",DevOps Engineer,Medium
"Selenium, CI/CD, Docker, test planning, API testing, Selenium WebDriver, Confluence, Python",QA Automation Engineer,Medium
"Tableau Server, Microsoft Power BI, Power BI, Tableau, KPI tracking, pivot tables, Python, PowerBI, data visualization, teamwork, dbt, Tableau Desktop, Excel, reporting",Data Analyst,Medium
"K8s, Kubernetes, Prometheus, Grafana, monitoring, Jenkins, time management, Git, Linux, Python, CI/CD, Docker, container orchestration",DevOps Engineer,Medium
"Linux, network security, compliance, exploit development, firewalls, Python, presentation, cryptography",Cybersecurity Analyst,Medium
"communication, automation, Linux, Prometheus, Grafana, monitoring, Jenkins, scrum, Docker, CI/CD",DevOps Engineer,Medium
"load balancing, networking, Kubernetes, IAM, S3, Azure, Lambda, CDN",Cloud Engineer,Medium
"React Native, Kotlin, TypeScript, JavaScript, Dart, Swift, REST API, Android",Mobile App Developer,Easy
"Terraform, CI/CD, FinOps, automation, agile, Prometheus, Grafana, Git, Helm, Python, Linux, AWS",DevOps Engineer,Hard
"network security, Linux, vulnerability assessment, firewalls, OWASP, threat detection, Wireshark, malware analysis",Cybersecurity Analyst,Medium
"Jenkins, Docker, Helm, Kubernetes, Terraform, Linux, Git, Grafana, Jira, Ansible, SRE practices, ArgoCD, Prometheus",DevOps Engineer,Hard
"Terraform, VPC, presentation, load balancing, IAM, cloud architecture, S3, Linux, Docker",Cloud Engineer,Easy
"VPC, Azure, IAM, Linux, Kubernetes, GCP, cloud architecture, Lambda, networking",Cloud Engineer,Medium
"Docker, SLO/SLA, incident management, Git, scrum, on-call, Linux, Kubernetes",Site Reliability Engineer,Medium
"Jupyter, data wrangling, A/B testing, presentation, python, dbt, SQL, leadership, R",Data Scientist,Hard
"mobile UI, Kotlin, JavaScript, native modules, Flutter, Redux, REST API, Dart, Git, push notifications",Mobile App Developer,Medium
"FastAPI, PostgreSQL, message queues, teamwork, Git, Redis, REST API, Flask, Python",Backend Developer,Medium
"Linux, Python, threat detection, OWASP, incident response, network security, vulnerability assessment, SOC, Nmap, zero trust, firewalls",Cybersecurity Analyst,Medium
"Docker, documentation, Istio, monitoring, Git, continuous integration, service mesh, CI/CD, automation, pipeline, continuous deployment, SRE practices, Bash scripting, AWS",DevOps Engineer,Hard
"Python, data visualization, leadership, KPI tracking, reporting, BigQuery, teamwork, Tableau, dashboard design, ETL",Data Analyst,Medium
"OOP, Jira, Linux, agile, algorithms, unit testing, debugging, system design, code review, problem solving",Software Engineer,Easy
"huggingface, pytorch, model evaluation, RNN, pandas, documentation, agile, python, machine learning",AI/ML Engineer,Easy
"statistics, numpy, A/B testing, feature selection, hypothesis testing, scikit-learn, R",Data Scientist,Medium
"IPFS, MEV, Truffle, consensus algorithms, Hardhat, Rust, smart contract language, Ethereum, Go, Cosmos SDK, Solidity",Blockchain Developer,Hard
"ARM architecture, C, microcontrollers, SPI, ARM, ARM Cortex, DSP, Python, leadership",Embedded Systems Engineer,Medium
"user research, design systems, prototyping, user flows, Adobe XD, usability testing, leadership",UI/UX Designer,Easy
"ELK stack, error budgets, SLO/SLA, runbooks, chaos engineering, AWS, OpenTelemetry, ELK, on-call, Grafana, Terraform, Python, observability, incident management, Elasticsearch Logstash Kibana",Site Reliability Engineer,Hard
"observability, SLO/SLA, reliability targets, Kubernetes, Grafana, Prometheus, chaos engineering, runbooks, service level objectives, presentation",Site Reliability Engineer,Medium
"reporting, ETL, agile, business intelligence, Jira, KPI tracking, Tableau, data visualization, Excel, Power BI",Data Analyst,Easy
"authentication, server-side development, communication, JWT, Python, Git, SQL, documentation, Flask",Backend Developer,Medium
"Snowflake, dashboard design, Tableau, Tableau Desktop, Looker, data visualization, Tableau Server, Excel, data cleaning",Data Analyst,Medium
"scikit-learn, leadership, neural networks, python, keras, NLP, OpenCV, pandas, RNN, pytorch",AI/ML Engineer,Easy
"Hardhat, IPFS, Solidity, MEV, leadership, JavaScript, cryptography, smart contracts, tokenomics, Web3.js, DeFi",Blockchain Developer,Medium
"Pact, Git, BDD, Cucumber, Selenium WebDriver, Cypress, Python, test planning, Postman, Selenium, API testing",QA Automation Engineer,Medium
"network security, forensics, incident response, vulnerability assessment, SIEM, firewalls, Linux, OWASP, Wireshark, penetration testing",Cybersecurity Analyst,Medium
"reporting, pivot tables, Excel, business intelligence, KPI tracking, Tableau",Data Analyst,Easy
"Postman, Selenium, JUnit, Docker, BDD, agile, Pytest, test planning",QA Automation Engineer,Easy
"CI/CD, Jenkins, Docker, Git, monitoring, Grafana, Terraform",DevOps Engineer,Medium
